8/8/1p5k/4Pp2/2Q3pp/2KN2q1/PPP5/8 w - - 0 43,c4f4 g3f4 d3f4 h4h3 e5e6 h6g7,2066,crushing defensiveMove endgame long
8/5k1p/p1P5/4Bp2/1P3P2/P3b3/b6P/5R1K w - - 0 40,c6c7 a2d5 f1f3 d5f3,865,doubleBishopMate endgame mate mateIn2 short
4r3/5k2/p5pp/1p2N3/4n1q1/P1P4b/1P3PP1/2R1R1K1 b - - 1 30,f7f6 e5g4 h3g4 f2f3,1260,advantage middlegame short
3r1k2/5pp1/1p2n1q1/pQppPr2/P4P1p/BP3R1P/2P3P1/5R1K b - - 3 32,e6d4 a3c5 b6c5 b5c5 f8g8 c5d4,1169,crushing fork long master masterVsMaster middlegame
3rr3/5k1p/2n2p2/4p2P/6NR/1pP5/1P1nRPP1/2K5 b - - 0 33,d2c4 g4h6 f7e6 h4c4,1561,discoveredAttack equality middlegame short
4r1k1/7R/p1n1P1p1/1p6/2pP2P1/6KR/Pr5P/8 b - - 0 32,e8e6 h7h8 g8f7 h3h7 f7f6 h8f8 f6g5 h2h4,1400,endgame exposedKing mate mateIn4 veryLong
8/p7/4k2p/6p1/4Kp2/P1P5/6PP/8 w - - 4 37,g2g3 f4g3 h2g3 h6h5,1623,crushing defensiveMove endgame pawnEndgame short
rn1qr1k1/pb3ppp/5n2/1p2N1BB/2pP4/2P5/5PPP/R2Q1RK1 b - - 3 14,g7g6 h5f3 b7f3 d1f3,2146,advantage middlegame short
r1bq1rk1/pp1nbppp/4pn2/3p2B1/3N4/2NB4/PPP2PPP/R2QR1K1 b - - 0 11,b7b6 d4c6 d8e8 c6e7 e8e7 c3d5,2203,advantage long opening
8/p4p2/7p/2P5/1P4k1/P3p1P1/3r3P/R3K3 w - - 0 41,a1c1 d2h2 c1c3 g4f3,2038,crushing endgame rookEndgame short
8/2p5/1kp5/8/3P2P1/3K3R/3P1P2/r7 w - - 1 38,g4g5 a1a3 d3e4 a3h3 g5g6 h3h2,2456,advantage endgame long rookEndgame skewer
6k1/p4r1p/4p1p1/8/7q/2Q5/PPP3P1/1K3R2 w - - 3 29,f1f7 h4h1 f7f1 h1f1 c3e1 f1e1,1271,backRankMate endgame long mate mateIn3
7k/pb4qn/1p2p1Qp/3pP2P/3P3N/P2B4/1P6/6K1 b - - 3 30,h7g5 g6e8 g7g8 e8e7 g5f3 g1f2,2841,crushing endgame long master superGM
8/3q1kpp/P1pP4/2Pn1p2/8/1Q6/3R1KPP/4r3 b - - 2 37,d7e6 d6d7 e1e3 d7d8n f7g6 d8e6,2482,advancedPawn advantage endgame fork long promotion underPromotion
5rk1/pp3rq1/2b1p2p/4P1p1/3Q2P1/2P2p2/PPB3PP/4RR1K w - - 0 26,g2f3 c6f3 h1g1 f7f4,2696,advantage kingsideAttack master middlegame short
8/2k5/3p2p1/1p1P2P1/p1p5/P1P5/1P1K4/8 w - - 15 50,d2e1 c7b6 e1f2 b6c5 f2f3 c5d5,1179,crushing endgame long master masterVsMaster pawnEndgame
7k/6p1/2p4p/P5q1/1B6/1P3Q1P/2P1rpK1/5R2 w - - 7 40,g2h2 g5g1 f1g1 f2f1n h2h1 e2h2,2562,advancedPawn doubleCheck endgame long mate mateIn3 promotion sacrifice underPromotion
8/1p4p1/p1p3k1/3pR1P1/3P2K1/1P6/5r2/8 b - - 5 44,f2f7 e5e6 g6h7 g5g6 h7g8 g6f7,1183,advancedPawn crushing endgame exposedKing fork long rookEndgame
6k1/b1p3pb/p1p5/2P2PN1/r2Q4/8/8/4R1K1 b - - 0 39,a4d4 e1e8,399,endgame mate mateIn1 oneMove
8/8/p7/p6p/k1K2n1P/8/1PN5/8 b - - 1 46,f4g6 b2b3,1003,endgame knightEndgame master mate mateIn1 oneMove
r2r2k1/2q1bpp1/2b1p2p/p1p1P3/2Pp1P2/P4NN1/1P1Q2PP/R3R2K b - - 4 21,e7h4 f3h4 c7e7 h4f3,1506,advantage hangingPiece middlegame short
3k4/8/3P4/1PP1rn2/1P6/6p1/B2R2P1/6K1 w - - 0 43,c5c6 e5e1,399,endgame mate mateIn1 oneMove
r7/r4k1p/2R1p1p1/2Qp4/p2P4/6Pq/5P1P/2R3K1 b - - 1 33,a4a3 c6c8 g6g5 c5f8,2338,crushing endgame short
r2kqb1r/pbpp4/np2pn2/5p1p/3PP2P/P1NB1QB1/1PP3P1/2KR2NR w - - 2 15,f3f4 f8h6 f4h6 h8h6,1464,crushing middlegame pin short
r1b2rk1/pp3ppp/2p5/4P1B1/1PBqn3/1Q6/P5PP/4RR1K b - - 0 20,e4f2 f1f2 d4f2 e1f1,1692,advantage clearance middlegame sacrifice short
1k1r3r/1pq1n3/p1p1p3/P1P1Pp1n/1N1P1P1p/4B1pP/4Q1P1/R4RK1 b - - 4 27,e7d5 b4a6 b7a6 e2a6,1918,crushing middlegame queensideAttack short
2r3k1/5pp1/p1N1p2p/1p2P3/1b2Q3/4B2P/qr3PPK/3R4 b - - 5 32,c8c6 d1d8 b4f8 e4c6,1488,crushing intermezzo middlegame short
6k1/pq4pp/1p1rp3/4Np2/1bP1n3/1P4P1/PB2QP1P/5RK1 w - - 0 27,f1d1 e4f2 g1f2 b4c5,2641,attraction crushing master middlegame sacrifice short
rn3rk1/6pp/p4p2/3Q2N1/2P2K2/2q5/5PPP/5B1R b - - 5 28,g8h8 g5f7 h8g8 f7h6 g8h8 d5g8 f8g8 h6f7,1610,doubleCheck mate mateIn4 middlegame sacrifice smotheredMate veryLong
1k1r2r1/pp1qbp1p/3ppp2/PP6/2pQ4/2P1BbP1/5P1P/R3R1K1 b - - 2 23,a7a6 d4a7 b8c8 a7a8 c8c7 e3b6,2247,long mate mateIn3 middlegame queensideAttack
8/8/3p2k1/2b2p2/p4P1R/6PK/8/8 w - - 0 65,h3g2 c5d4 g2f3 a4a3 h4h2 d4b2,2423,crushing defensiveMove endgame long quietMove
r3k2r/ppp2ppp/2n5/4Pb2/QBP3n1/2N1qNK1/PP4PP/R4B1R w kq - 11 14,a1e1 e3f2 g3f4 e8c8,2507,advantage castling defensiveMove middlegame short
2r4r/pk3ppp/1p2pq1n/2Pp4/1Q6/8/P2N1PPP/1R2R1K1 b - - 0 20,f6e7 c5c6 c8c6 b4e7,1244,crushing discoveredAttack middlegame short
5k2/2R5/5rp1/5p2/5K2/7P/6P1/8 b - - 12 46,f6f7 c7f7 f8f7 f4g5 f7g7 h3h4 g7h7 h4h5 g6h5 g5h5,2321,crushing endgame quietMove rookEndgame veryLong zugzwang
1n5r/p2k1pp1/1p1b4/3B4/2pP2pq/4P1QP/PP1B1P1K/R4R2 w - - 3 22,f2f4 g4f3 g3d6 d7d6,1900,crushing enPassant middlegame pin short
r5k1/p1p2pp1/bp2r2p/3N4/8/8/PP3PPP/3RR1K1 b - - 1 25,c7c5 d5c7 e6e1 d1e1 a8d8 c7a6,2303,crushing endgame fork long
7k/R6p/5bp1/4p3/5p2/P1n2N2/1rP2PPP/5RK1 w - - 1 28,f1c1 c3e2 g1f1 e2c1,987,advantage endgame fork short
3b4/8/8/p3k3/Pp5p/1P2PKN1/8/8 w - - 0 49,g3e2 h4h3 e2g3 h3h2,2503,advancedPawn crushing endgame short
8/5p1p/p7/3k4/2p2p2/2P2P1P/P1K3P1/8 b - - 3 39,d5e6 c2b2 e6f6 b2a3,1667,crushing defensiveMove endgame master masterVsMaster pawnEndgame short
6k1/pp4p1/1q3prp/4PPnQ/2pr4/2N5/PPP3PP/R1B2RK1 w - - 0 22,c1g5 d4h4 g1h1 h4h5,1488,advantage discoveredAttack middlegame short
r3k1nr/pp3pp1/2nqp1p1/3p4/3P4/2NB4/PPP2PPP/R2Q1RK1 w kq - 0 12,d3b5 d6h2,399,kingsideAttack mate mateIn1 middlegame oneMove
r4rk1/1p3p2/p3p3/3p2R1/3P2p1/2P3Qq/PP3P2/1R4K1 b - - 0 27,g8h7 g3e5 h3h6 g5h5,2078,crushing endgame pin short
4r1k1/pp2q2p/1b6/5p2/3p2p1/1P1Q1PP1/P2BrNKP/2R2N2 w - - 0 28,f3g4 e7e4 g2g1 e2f2 d3e4 f2f1 c1f1 f5e4,2313,crushing intermezzo middlegame pin sacrifice veryLong
5k2/1p6/2p5/8/2P5/p3NP2/1n2K1PP/8 w - - 0 39,e2d2 b2c4 e3c4 a3a2,1843,advancedPawn crushing endgame knightEndgame sacrifice short
6k1/5ppp/8/PQR1p3/2b5/3r2K1/1P4RP/5r2 w - - 5 35,g3h4 f1f4 g2g4 f4g4 h4h5 d3h3 h5g4 c4e6 g4g5 f7f6,2463,endgame mate mateIn5 veryLong
r4rk1/1b2qpb1/p6p/3B3Q/1pn1NN1P/6P1/PP6/1K1R1R2 w - - 2 24,f4g6 e7e4 d5e4 b7e4,1887,crushing master middlegame queensideAttack sacrifice short xRayAttack
rnbqr1k1/3p2pB/p1p1p2p/1pP1N3/1n1P3b/8/PPQ2PPP/RN3RK1 b - - 5 16,g8h8 e5f7,786,mate mateIn1 middlegame oneMove
r4Qkr/pppb1ppp/5nN1/3p2q1/2BP4/2N5/PP3PPP/R3R1K1 b - - 10 19,a8f8 g6e7,881,mate mateIn1 middlegame oneMove smotheredMate
r1b3rk/ppqp1p1p/6nQ/2p2N2/Bb2PP2/3P1R2/PPP3PP/6K1 b - - 5 19,d7d5 h6h7 h8h7 f3h3 g6h4 h3h4 h7g6 h4h6,1981,attraction hookMate kingsideAttack mate mateIn4 middlegame sacrifice veryLong
5rk1/1p3ppp/p3p3/bb1pP3/5Q2/5R2/2q2PPP/2R3K1 b - - 1 23,c2d2 f4f7 f8f7 c1c8 a5d8 c8d8 b5e8 d8e8 f7f8 f3f8,1454,kingsideAttack mate mateIn5 middlegame sacrifice veryLong
6k1/pQb3p1/4nrqp/4p3/1P1p1p2/P2P4/5PPP/R1B2RK1 w - - 0 26,b7a7 f4f3 g2g3 g6g4 g1h1 f6f5 a7a8 c7d8 a8c6 f5h5,2140,crushing defensiveMove middlegame quietMove veryLong
8/r4p2/3kp1p1/1R4P1/pK1P4/P3P3/8/8 w - - 5 47,b5a5 a7a5 b4a5 f7f6 a5b4 f6g5,2193,crushing endgame long rookEndgame
1r4k1/1q1nppbp/3p2p1/6Pn/p3PP2/P1NRB3/1PP1Q2P/2K4R w - - 3 20,c3a4 b7e4 h1f1 e4a4,2238,advantage fork middlegame short
5k1B/5p2/1b5p/p7/1P6/6P1/b3B2P/7K w - - 0 33,b4a5 a2d5 e2f3 d5f3,723,bishopEndgame doubleBishopMate endgame mate mateIn2 short
6k1/5pbp/3N4/2p1p1PP/1pP1Pn2/1P1P1Q1b/8/r5NK w - - 1 32,d6f5 h3g2 f3g2 f4g2,1415,crushing fork middlegame short
1r6/1P3p2/2Bp1Pp1/p2P3p/P2k1K1P/6P1/8/8 b - - 7 40,d4d3 f4g5 b8h8 c6d7,2270,crushing defensiveMove endgame master masterVsMaster short
5k2/p2q2p1/3P4/3Q3K/6P1/8/8/8 w - - 3 49,d5e5 d7e8 e5e8 f8e8 g4g5 a7a5 h5g6 a5a4 g6g7 a4a3,2036,crushing endgame queenEndgame quietMove veryLong
4k3/5p1p/pR2bB2/P1p5/8/1p4P1/5PKP/3r4 b - - 5 32,c5c4 b6b8 e6c8 b8c8,730,advantage endgame short
8/1p5p/p3p3/3pBk2/6Q1/5pKP/PP3P2/7q b - - 9 38,f5e5 g4f4,1182,dovetailMate endgame mate mateIn1 oneMove queenEndgame
2r1Q1k1/2qP1ppp/p7/5b2/8/P3B2P/5PP1/4R1K1 b - - 2 33,c8e8 d7e8q,1004,advancedPawn endgame mate mateIn1 oneMove promotion
8/2k4p/2br4/3qbp2/2R5/7Q/5PPP/2R4K w - - 4 33,h3h7 c7d8 h7h4 e5f6 h4f6 d6f6,2700,crushing defensiveMove long master middlegame
5r2/8/4R2p/1p3ppk/p7/P4P2/KPr3PP/6R1 b - - 3 32,f8c8 g2g4 f5g4 f3g4 h5h4 e6h6,1008,endgame long mate mateIn3 rookEndgame
5rk1/3n1rpp/8/8/1Q1Np3/1P6/P5PP/R2R1q1K w - - 2 27,d1f1 f7f1 a1f1 f8f1,584,backRankMate mate mateIn2 middlegame short
rn1q2r1/pp1nbp1k/7p/2ppNQ2/5P1P/3P4/PPP3P1/RN2K2R b KQ - 2 15,h7h8 e5f7 h8g7 f7d8,1049,crushing fork middlegame short
8/5Q2/5p1k/6qP/3P4/6P1/2p2PK1/8 w - - 2 34,f2f4 g5g7 f7c4 g7b7 g2f2 b7b2,2479,crushing endgame long queenEndgame
8/p2k4/1p4R1/2p2Pp1/2P3P1/3p1PK1/PP6/7r w - - 0 38,g3g2 d3d2 g2h1 d2d1q,941,advancedPawn crushing endgame promotion rookEndgame short
8/8/1k2R3/p1r3p1/P1p3Pp/2K4P/8/8 b - - 2 53,b6c7 c3d4 c7d7 d4c5 d7e6 c5c4 e6e5 c4b5,1927,crushing endgame rookEndgame veryLong
2rq2k1/ppp2ppp/2n5/4r3/4Q3/2P4P/PP3PPN/R4RK1 w - - 0 18,e4b4 c6b4,968,crushing middlegame oneMove
5rk1/2p3p1/1pp1pq2/p7/2PP1r2/P4R1R/1PQ2PPP/6K1 b - - 5 25,f4f3 c2h7 g8f7 h3f3 f6f3 g2f3,1349,crushing endgame intermezzo long pin
4kb1r/1b3p2/p1n1p1pp/2q1P3/B3N3/5N2/1P3PPP/R2R2K1 b k - 0 23,c5b6 e4f6 e8e7 d1d7,1524,hookMate mate mateIn2 middlegame short
8/7p/pppk1p2/5P2/PP1PK3/7P/8/8 w - - 0 35,h3h4 a6a5 b4a5 b6a5 h4h5 c6c5 e4d3 d6d5 d4c5 d5c5,2906,crushing endgame pawnEndgame veryLong
r1bq1rk1/pp1n1pbp/2p2np1/3N2B1/2BP4/P3P3/1P3PPP/R2QK1NR w KQ - 0 10,d5f4 d8a5 b2b4 a5g5,1257,advantage fork opening short
r6k/2q1r1b1/3p1nRp/pp2pQ2/4P3/1B3P2/PPP5/1K1R4 b - - 3 30,a8c8 g6h6 g7h6 f5f6 e7g7 d1h1 c7c2 b3c2,2578,crushing deflection exposedKing fork middlegame pin veryLong
5Bk1/r4Nbp/4Ppp1/p2p4/8/8/q5PP/4QRK1 b - - 0 25,g8f8 e1g3 a2b2 g3d6 f8g8 e6e7 b2d4 g1h1,2630,advancedPawn advantage endgame exposedKing veryLong
8/6pk/5bp1/Q7/8/p5P1/r6P/6K1 w - - 0 38,g1f1 f6d4 a5b4 a2f2,2873,crushing endgame master masterVsMaster quietMove short
r4rk1/1b3p1p/pq2p1p1/1p2P3/3p1PQ1/P2B3R/1PP3PP/3R3K b - - 3 21,f7f5 e5f6 f8f6 g4h4 b7g2 h1g2,2068,crushing enPassant long middlegame
3r2k1/4Qpbp/3P2p1/1q6/8/1p1N3P/1Pr1R1P1/4RK2 b - - 2 32,b5b6 e7d8 b6d8 e2e8 g7f8 e8d8,1993,attraction clearance crushing fork long middlegame sacrifice
2k5/p5R1/2K5/1p1P4/8/8/8/r7 b - - 1 40,a7a6 g7g8,1221,endgame mate mateIn1 oneMove rookEndgame
2r3k1/pq4bp/4p1p1/QP1p4/3P1p2/4PB1P/P5P1/4R1K1 w - - 0 25,e3f4 g7d4 g1h1 d4c3 a5a3 c3e1,1356,crushing endgame fork interference long
6k1/6p1/p1pR4/1p5p/6nN/2P1P1PK/PPN2r2/8 w - - 0 38,c2d4 f2h2,841,endgame hookMate mate mateIn1 oneMove
r2q1r2/pp2ppk1/3p1np1/6Qp/bPBNP2P/5P2/P1P3P1/R3K2R b KQ - 1 15,e7e5 d4f5 g7h8 g5h6 f6h7 h6g7,1314,long mate mateIn3 middlegame pin
1k5r/1n1p2B1/1Q2p3/1PP2p2/8/4PRnr/3q2P1/R2N2K1 w - - 0 32,g2h3 d2e1 g1g2 e1h1 g2g3 h1g1 g3f4 h8h4 f4e5 g1g7,2804,exposedKing mate mateIn5 middlegame sacrifice veryLong
r4rk1/pp1qbppp/2p2n2/4pN2/4P3/1B1P1Q1P/P5P1/2B2R1K b - - 4 18,a8d8 c1h6 g7g6 f5e7,2617,advantage kingsideAttack middlegame short
1r2k3/p2b1p1n/3p3Q/q1pP1Pp1/2P1P3/P7/8/R1KB3R w - - 1 50,h6h7 a5c3 d1c2 c3a1 c1d2 a1d4,1351,crushing exposedKing fork long middlegame
2r2rk1/pp2qppp/5n2/2N1b3/1P1p4/P3P2P/1B2QPP1/R4RK1 w - - 0 18,e3d4 e5h2 g1h2 e7e2,1336,crushing discoveredAttack kingsideAttack middlegame short
r1b2rk1/pp1p1ppp/1b4q1/2p1P3/3n3R/B1QB4/P2N1PPP/R5K1 b - - 7 19,g6g5 d3h7 g8h8 c3h3 b6d8 h4d4 d7d6 h7f5,2080,advantage discoveredAttack kingsideAttack middlegame veryLong
7k/pp4b1/4Q2p/4P3/3P1PP1/P6P/1P2KR2/2r3q1 w - - 1 31,e6e8 h8h7 f4f5 c1e1 e2d3 g1g3 d3c4 e1c1 c4b4 c1c6,2896,advantage defensiveMove endgame exposedKing fork veryLong
R7/1p1rq1rk/6p1/3R3p/pP1QpNb1/P2pP1P1/5P1P/6K1 b - - 1 35,d7c7 a8h8 h7h8 f4g6 h8h7 g6e7,2300,advantage attraction deflection long middlegame pin sacrifice
Q7/bppk4/4N3/p2P4/2P3P1/PP5P/2q4K/8 w - - 1 40,h2g3 c2f2,1162,dovetailMate endgame master mate mateIn1 oneMove
r1b2rk1/ppp2ppp/3p4/2bQ1N2/4P3/6Pq/PBP2P1P/R4RK1 b - - 2 13,c7c6 f5e7 g8h8 b2g7 h8g7 d5g5 g7h8 g5f6,1817,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong
r2q3r/ppp2pk1/3p2p1/2b4N/4P1Q1/3P3R/PPP5/R3K3 b Q - 2 21,h8h5 h3h5 d8f6 e1c1,1236,advantage castling defensiveMove middlegame pin short
2k5/1pp2ppp/p3p3/2Q5/8/5q2/PPP4P/1K1rR3 w - - 2 25,e1d1 f3d1,399,endgame mate mateIn1 oneMove
3r2k1/6pp/1b1q1p2/1Q1p2n1/1P3N2/P4rP1/1B4KP/2RR4 w - - 0 31,d1d5 f3f2 g2h1 g5f3 f4g2 d6d5 b5d5 d8d5,1955,crushing fork middlegame veryLong
3R4/8/8/5pk1/KP1P4/2P1n3/P5r1/8 b - - 8 49,e3d1 d8g8 g5h4 g8g2,707,crushing endgame master short skewer
1r4k1/4bpp1/p1q1p2p/P5n1/1p1P4/1Q2P1P1/NR2nP1P/2R1B1K1 w - - 6 26,b2e2 g5h3 g1f1 c6h1,1672,kingsideAttack mate mateIn2 middlegame short
2kr3r/Np1n2pp/2pB1p2/P3pn2/3bN3/7P/5PP1/2R1KB1R b K - 2 22,d4a7 c1c6 b7c6 f1a6,1038,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short
2k3rr/pp1b1R2/4p3/2pPp1q1/2P1P2p/1P2N3/P1Q3BK/5R2 w - - 4 31,c2f2 h4h3 f7f8 g8f8,2075,advantage middlegame short
r2q1k1r/ppp5/5n1p/2P1nBp1/1P6/P2p1P1P/5PPK/RN1Q1R2 w - - 0 18,f1e1 d8d4 b1d2 d4f4 h2g1 f4f5,1869,crushing fork long middlegame
r3kb1r/pbq2ppp/1p2p3/4n3/3P4/2PB4/P2BQPPP/R4RK1 w kq - 0 14,e2e5 c7e5 d4e5 e8c8,2327,castling crushing defensiveMove middlegame short
8/8/1p6/p1pk3p/P2p1P1P/3P2K1/2P5/8 b - - 11 42,d5c6 f4f5 c6d6 g3f4 b6b5 a4b5,1658,advantage endgame long pawnEndgame quietMove
rn1q1rk1/2p1bpp1/1p2p2B/p3P3/3P3P/2P2N2/b1PQ2P1/2KR1B1R w - - 0 15,h6g5 e7a3,779,doubleBishopMate mate mateIn1 middlegame oneMove
6r1/p4Qpk/4p2p/3pP3/3q1P2/1P5R/2r3PP/6RK b - - 0 27,g8c8 h3g3 c8g8 f7g6 h7h8 g6c2,2331,crushing endgame fork long
6rk/p1p1n1pp/1p6/8/nP5q/5Q2/P4PP1/K2R3R b - - 2 28,h4b4 h1h7 h8h7 f3h5,1878,attraction mate mateIn2 middlegame sacrifice short
4rk2/4q1b1/pp3pQ1/2p5/2P3R1/4p1RP/PP3PP1/6K1 w - - 0 40,g6h7 e3f2 g1h2 f2f1n h2g1 f1g3,1973,advancedPawn advantage endgame fork long promotion underPromotion
r4rk1/ppp3p1/2n2p2/q7/5R1Q/2P4N/1PK4P/6R1 b - - 3 24,c6e5 h4h6 f8f7 f4h4 g8f8 h6h8 f8e7 h8a8,2539,clearance crushing middlegame pin quietMove skewer veryLong
3r4/R4pkp/6p1/6N1/1p6/5K2/Pr3P1P/8 b - - 11 38,h7h6 g5e6 g7g8 e6d8,1790,advantage endgame pin short
8/8/5k2/6R1/1P3p1P/1B3P2/P1P3PK/3r1n2 w - - 11 41,h2g1 f1g3 g1h2 d1h1,1609,discoveredAttack endgame hookMate mate mateIn2 short
r4rk1/2pqb1pp/p1n1p3/1p1Pp1N1/1P4n1/P1P5/2QP1PPP/RNB2RK1 b - - 0 14,e6d5 c2h7,805,kingsideAttack mate mateIn1 middlegame oneMove
8/6pk/3K3p/4P3/r7/8/8/4R3 b - - 3 46,a4a8 e5e6 h7g6 e6e7 g6f7 e1f1,2136,advancedPawn crushing endgame long rookEndgame
r4r2/pp3p1k/2pp1qn1/4p2R/2B1P3/3PQP1P/PPP4K/8 b - - 0 26,h7g7 e3h6 g7g8 h6h7,998,mate mateIn2 middlegame short
r1bqkb1Q/pp5p/4p1p1/1pn5/8/2N5/PPK2PPP/R1B3NR w q - 0 14,h8e5 d8d3,816,mate mateIn1 oneMove opening
1r2k2r/1q4b1/1N1pp2p/4p1P1/pP2P2P/5Q2/2P5/1K1R1R2 b k - 1 31,h8f8 f3h5 e8e7 h5g6 f8f1 d1f1,2499,advantage long middlegame
N1bq1rk1/p3bpp1/1p2p1np/1Q1p4/1nPP4/4PN2/PP3PPP/2R1KB1R w K - 0 13,a2a3 c8d7 b5b4 e7b4,1966,advantage middlegame short trappedPiece
4r1k1/4pp1p/3p2p1/3P4/1q1b4/1P1Q1P1P/3B2PK/4R3 b - - 4 28,d4e5 e1e5 b4d2 d3d2,2049,crushing endgame short
r4rkn/pp4p1/4R2p/5p2/3q4/7N/PP2QPPP/4R1K1 w - - 0 23,e2h5 d4g4 h5g4 f5g4 h3g5 h6g5,2093,advantage long middlegame trappedPiece
8/p4ppp/1p1k4/3p1P2/P2K2P1/7P/1PP5/8 b - - 0 33,f7f6 b2b4 a7a6 b4b5 a6b5 a4b5,2322,crushing endgame long pawnEndgame quietMove
r2r4/1bp3pp/p5k1/5pQ1/2q2P2/6P1/P4K1P/R3R3 b - - 2 26,g6f7 e1e7 f7g8 g5g7,1669,mate mateIn2 middlegame short
1r2r1k1/5ppp/2p5/3nP1P1/p1p4P/PqP1B3/1Pb1B3/K1Q1RR2 w - - 5 27,e3d4 c6c5 e2d1 c2d1 e1d1 c5d4,1922,crushing long middlegame
r1b5/pp6/1n3rk1/8/2pPB3/P1P3P1/2P4P/R4RK1 b - - 4 24,g6g5 h2h4 g5h6 f1f6,1441,crushing deflection middlegame short
r1b3k1/5ppp/1p6/1P6/p2rn3/P3P2P/B2q2P1/Q1R2RK1 b - - 2 27,d4d3 f1f7 d2e3 g1h1 e4f2 f7f2,1890,crushing discoveredAttack long middlegame
r3k2r/pp3ppp/2p1p3/3qPb2/6QP/2P4R/PP3P2/R1B1KB2 w Qkq - 1 17,g4g7 e8c8 c1e3 h8g8 g7g3 g8g3,2431,castling crushing long middlegame
1k6/p3R2p/1p4p1/5pP1/PPR5/2P5/2rr2PP/6K1 w - - 6 30,e7h7 d2d1,470,endgame mate mateIn1 oneMove rookEndgame
r4r1k/pp2qp1p/2p3p1/8/1PP1B1b1/1Q1PN1P1/P4K2/7R w - - 1 25,e3g4 f7f5 b3c3 e7g7 g4e5 f5e4,1949,crushing defensiveMove discoveredAttack fork long middlegame
1rq1r1k1/2p2pbp/1nPBp1p1/8/8/6P1/Q3PPBP/1RR3K1 b - - 0 25,c7d6 c6c7 b8a8 g2a8,1871,advancedPawn crushing master middlegame short trappedPiece
Nnbk2nr/pp1p1ppp/4p3/8/8/b3B3/1qP1PPPP/R2QKBNR w KQ - 0 9,e3d4 a3b4 c2c3 b4c3 d4c3 b2c3 d1d2 c3a1,1231,crushing deflection opening veryLong
6r1/1b1kbQ1p/3p4/1N2ppq1/Pr2P3/6P1/2P2P1P/R2R2K1 b - - 2 21,g5g6 d1d6 g6d6 b5d6,1109,advantage master middlegame pin short
8/p1p5/1p2k3/5pp1/1P1P1Q1K/8/3R1P2/5bq1 w - - 0 41,f4g5 g1h2,1333,endgame mate mateIn1 oneMove
r4rk1/ppp2pnp/2n3p1/3NP3/2B2P1R/8/PP3P1P/5RK1 b - - 2 18,g7f5 d5f6 g8g7 h4h7,1152,hookMate kingsideAttack mate mateIn2 middlegame short
2r2rk1/1bqn2b1/pp1p2pp/4p1N1/P3Pn1Q/2NBB3/1PP3PP/R4R1K w - - 0 19,e3f4 f8f4 f1f4 h6g5 h4g5 e5f4,2212,advantage attraction long middlegame
r3r2k/ppP2Bp1/3q3p/8/6n1/2N2R2/PPQ2PPP/R5K1 w - - 1 21,h2h3 d6h2 g1f1 h2h1,1214,kingsideAttack mate mateIn2 middlegame short
r3k1r1/p4p1p/2p1p3/2pp4/5b1q/1P3R2/PBPP2PP/RN1Q2K1 w q - 0 15,g2g3 f4g3 f3g3 g8g3 h2g3 h4g3 g1f1 e8c8,2420,advantage castling defensiveMove kingsideAttack middlegame veryLong
6k1/3R1p1p/p3p1p1/8/3B4/5PnP/r7/4K3 b - - 1 34,h7h5 d7d8 g8h7 d8h8,775,endgame mate mateIn2 short
1k2r3/ppp2r2/7q/4QP2/1PP1b1P1/P3N1B1/2PR1KP1/4R3 b - - 4 34,e8e5 d2d8,584,backRankMate mate mateIn1 middlegame oneMove
8/1Pk4p/8/2KP2p1/5p2/6P1/7P/8 w - - 1 40,c5d4 f4f3 b7b8q c7b8 d4e3 g5g4,2086,crushing defensiveMove endgame long pawnEndgame
8/1p6/1k1K4/p1p1Q3/2P5/PP1q4/8/8 w - - 5 87,d6e6 a5a4 b3a4 d3c4,2552,crushing deflection endgame queenEndgame short
3r1r2/pb3pkp/1p2pNp1/4P3/8/2nB3R/P5PP/5R1K b - - 0 26,d8d3 h3h7,1030,hookMate mate mateIn1 middlegame oneMove
8/P2k4/4p3/2P2pKp/5P1P/5bP1/8/8 b - - 6 57,d7c7 c5c6 f3c6 g5h5,2384,bishopEndgame crushing deflection endgame master short
r6r/ppk2ppp/2p2n2/4pb2/1bP5/1PN3P1/P2BPP1P/2KR1B1R w - - 5 12,f1g2 b4a3,817,bodenMate master mate mateIn1 middlegame oneMove
8/1pp5/p4K1k/8/6P1/8/8/8 b - - 1 47,a6a5 g4g5 h6h7 f6f7 a5a4 g5g6 h7h6 g6g7,1525,advancedPawn crushing endgame exposedKing pawnEndgame veryLong
4rrk1/1pp1p2p/6p1/Q2P4/4R1P1/3b3P/PP3qB1/4R2K w - - 2 27,e4e7 e8e7 e1e7 d3f1,2015,crushing middlegame short
2r5/R1pk2pp/2p2p2/8/4Pn1B/2P2P2/P1P2P1P/5K2 w - - 1 24,a2a4 c8b8 f1e1 f4g2 e1e2 g2h4,1801,advantage endgame fork long quietMove
2kr3r/1pp1pp1p/p3q1pb/3N4/3P2b1/4P1P1/PPPQ2BP/R4RK1 w - - 1 18,a1e1 d8d5 g2d5 e6d5,1490,crushing master masterVsMaster middlegame short
4r2k/B3R1pp/3p4/8/8/3n3P/P2r1PP1/1R4K1 b - - 0 24,e8e7 b1b8 e7e8 b8e8,667,backRankMate endgame mate mateIn2 short
